day,url,author,followers,engage,polarity,intensity,confidence,signals,topic_market
2026-06-07,https://x.com/wangtuai888/status/2063577545157870068,wangtuai888,32048,117,恐惧,1,0.6,,币圈
2026-06-07,https://x.com/wangwatchworld/status/2063593469910945966,wangwatchworld,243637,101,中性,1,0.2,,混合
2026-06-07,https://x.com/xiajingfa8/status/2063563408533078475,xiajingfa8,97864,87,嘲讽反讽,2,0.8,,A股
2026-06-07,https://x.com/xiangyaoii/status/2063599909610344847,xiangyaoii,26702,48,投降,1,0.5,,A股
2026-06-07,https://x.com/xm597760789/status/2063610191250346004,xm597760789,12234,9,贪婪,1,0.7,,A股
2026-06-07,https://x.com/zha_nad20502/status/2063593152053653800,zha_nad20502,175,2,嘲讽反讽,3,0.8,,A股
2026-06-07,https://x.com/zhangminrui0553/status/2063562675456745803,zhangminrui0553,61,2,嘲讽反讽,2,0.7,新韭菜入场,A股
2026-06-07,https://x.com/zsylxq/status/2063618006887051554,zsylxq,1901,3,嘲讽反讽,1,0.6,,混合
2026-07-08,https://x.com/0xChow7777777/status/2074855742151315884,0xChow7777777,1102,0,中性,1,0.7,,美股
2026-07-08,https://x.com/0xKevin00/status/2074849852429934947,0xKevin00,70253,42,嘲讽反讽,2,0.8,,混合
2026-07-08,https://x.com/0x_xifeng/status/2074860319017685045,0x_xifeng,27649,49,中性,1,0.8,喊单,混合
2026-07-08,https://x.com/0xzoes/status/2074859159401726326,0xzoes,11323,1,贪婪,2,0.5,晒盈利,币圈
2026-07-08,https://x.com/Abdullahh3433/status/2074839456117371205,Abdullahh3433,5,0,恐惧,2,0.6,,美股
2026-07-08,https://x.com/BTClaoying/status/2074878774567702741,BTClaoying,73678,14,中性,1,0.8,喊单,混合
2026-07-08,https://x.com/BroBean88/status/2074876919741567073,BroBean88,95790,93,中性,1,0.6,,A股
2026-07-08,https://x.com/CZ_YiHe/status/2074873039624482967,CZ_YiHe,15065,2,中性,1,0.4,,A股
2026-07-08,https://x.com/DongshanLi4870/status/2074864991124283410,DongshanLi4870,26,2,中性,1,0.5,,A股
2026-07-08,https://x.com/Elizabe87612117/status/2074866476151107609,Elizabe87612117,49,0,中性,1,0.6,,A股
2026-07-08,https://x.com/EmilyScarletPh1/status/2074839469979779430,EmilyScarletPh1,109,1,嘲讽反讽,2,0.8,,A股
2026-07-08,https://x.com/EvelynAdelscrab/status/2074868830774734880,EvelynAdelscrab,344,1,中性,1,0.7,,A股
2026-07-08,https://x.com/ForexSignalsATC/status/2074884761705967819,ForexSignalsATC,30350,2,贪婪,1,0.6,喊单,美股
2026-07-08,https://x.com/HereMax12/status/2074850208014573932,HereMax12,159,1,恐惧,1,0.6,喊单,A股
2026-07-08,https://x.com/Invest88888/status/2074845285235499414,Invest88888,89,4,中性,1,0.5,,混合
2026-07-08,https://x.com/JPFFFFFFFF/status/2074850353716269448,JPFFFFFFFF,36,1,贪婪,1,0.5,,A股
2026-07-08,https://x.com/Jamiceayela/status/2074858150881022041,Jamiceayela,117,0,嘲讽反讽,1,0.6,,A股
2026-07-08,https://x.com/LaiZ6727/status/2074843199063953638,LaiZ6727,5,0,嘲讽反讽,1,0.5,,A股
2026-07-08,https://x.com/Lexpu4b/status/2074840824186286497,Lexpu4b,6,11,嘲讽反讽,2,0.7,,美股
2026-07-08,https://x.com/Luckyjudy666/status/2074831011746361782,Luckyjudy666,10552,106,贪婪,1,0.7,喊单,混合
2026-07-08,https://x.com/Luckyjudy666/status/2074833477095358934,Luckyjudy666,10552,0,中性,1,0.7,喊单,美股
2026-07-08,https://x.com/MMoonbit/status/2074879607606800573,MMoonbit,7058,1,中性,1,0.6,喊单,A股
2026-07-08,https://x.com/Manish041593665/status/2074832758715908437,Manish041593665,16,1,贪婪,2,0.5,喊单,美股
2026-07-08,https://x.com/MoYU_7777/status/2074864834886131938,MoYU_7777,27616,42,中性,1,0.7,喊单,币圈
2026-07-08,https://x.com/NOT7717/status/2074860121344319953,NOT7717,16412,1,中性,1,0.6,喊单,美股
2026-07-08,https://x.com/NOT7717/status/2074884131037888960,NOT7717,16412,2,贪婪,2,0.6,新韭菜入场,美股
2026-07-08,https://x.com/Nico69Oliveira/status/2074853993369763910,Nico69Oliveira,1050,1,嘲讽反讽,2,0.7,,A股
2026-07-08,https://x.com/Nico69Oliveira/status/2074856907953816026,Nico69Oliveira,1050,1,嘲讽反讽,2,0.6,,A股
2026-07-08,https://x.com/NoobSaibot40928/status/2074849513362370865,NoobSaibot40928,202,1,贪婪,1,0.7,喊单,A股
2026-07-08,https://x.com/NoobSaibot40928/status/2074870731507397080,NoobSaibot40928,202,0,贪婪,2,0.7,,混合
2026-07-08,https://x.com/PLuto_Miss/status/2074868424497602974,PLuto_Miss,22304,1,中性,1,0.6,喊单,美股
2026-07-08,https://x.com/QiuseOfLove/status/2074863168355287301,QiuseOfLove,17558,77,贪婪,1,0.8,喊单,混合
2026-07-08,https://x.com/Rafael90500768/status/2074865625529483615,Rafael90500768,28,0,中性,1,0.5,,混合
2026-07-08,https://x.com/Ryanprv69/status/2074836557387763731,Ryanprv69,2919,5,嘲讽反讽,2,0.8,,A股
2026-07-08,https://x.com/Ryanprv69/status/2074844338392375534,Ryanprv69,2919,4,恐惧,1,0.6,喊单,A股
2026-07-08,https://x.com/Ryanprv69/status/2074868423398748574,Ryanprv69,2919,1,贪婪,2,0.7,,混合
2026-07-08,https://x.com/Sinus84/status/2074841784132177935,Sinus84,3161,2,中性,1,0.7,,美股
2026-07-08,https://x.com/SunnyMQ1/status/2074875454692180285,SunnyMQ1,10393,96,中性,1,0.9,喊单,混合
2026-07-08,https://x.com/SunnyMQ1/status/2074885761477009670,SunnyMQ1,10393,2,中性,1,0.9,喊单,美股
2026-07-08,https://x.com/Suu766/status/2074867626359292202,Suu766,14508,50,中性,1,0.6,,混合
2026-07-08,https://x.com/Tiffany19131202/status/2074881617827615156,Tiffany19131202,35,0,嘲讽反讽,2,0.8,,美股
2026-07-08,https://x.com/TonyLuo76326951/status/2074875720271040767,TonyLuo76326951,26,0,中性,1,0.6,,A股
2026-07-08,https://x.com/Tracydong888/status/2074842081026314301,Tracydong888,54,1,贪婪,1,0.5,,A股
2026-07-08,https://x.com/TuongVee/status/2074884589521084754,TuongVee,5,5,中性,1,0.9,喊单,混合
2026-07-08,https://x.com/WangNextDoor2/status/2074866092401717545,WangNextDoor2,90770,159,恐惧,1,0.5,,混合
2026-07-08,https://x.com/Wangduanniao/status/2074851905553989743,Wangduanniao,97822,19,中性,1,0.9,喊单,混合
2026-07-08,https://x.com/Wangduanniao/status/2074861587043852737,Wangduanniao,97822,84,贪婪,1,0.6,,币圈
2026-07-08,https://x.com/WrEde9i6myv5cB1/status/2074847823129133397,WrEde9i6myv5cB1,22,9,中性,1,0.6,,A股
2026-07-08,https://x.com/aicume/status/2074862060157214975,aicume,13749,0,嘲讽反讽,2,0.8,,A股
2026-07-08,https://x.com/andiN8480137300/status/2074842982138683404,andiN8480137300,66,6,贪婪,1,0.5,,A股
2026-07-08,https://x.com/angelsnangels_/status/2074882446051733740,angelsnangels_,404,0,贪婪,2,0.85,喊单,A股
2026-07-08,https://x.com/bi_9527zx/status/2074858158267437280,bi_9527zx,51644,120,中性,1,0.9,喊单,混合
2026-07-08,https://x.com/bi_9527zx/status/2074862244450738330,bi_9527zx,51644,0,中性,1,0.7,喊单,美股
2026-07-08,https://x.com/bjrya39878759/status/2074858625127055565,bjrya39878759,10196,133,中性,1,0.9,喊单,混合
2026-07-08,https://x.com/carla121100/status/2074837554281771016,carla121100,1028,3,中性,1,0.7,,A股
2026-07-08,https://x.com/chowym06/status/2074860508709347577,chowym06,261,2,投降,1,0.5,,混合
2026-07-08,https://x.com/cnfinancewatch/status/2074853537641882025,cnfinancewatch,122203,10,中性,1,0.7,,A股
2026-07-08,https://x.com/cnfinancewatch/status/2074854238065422379,cnfinancewatch,122203,11,中性,1,0.7,,A股
2026-07-08,https://x.com/entropycurve/status/2074856425495605301,entropycurve,2155,0,贪婪,1,0.6,,A股
2026-07-08,https://x.com/fan7211785/status/2074844397473333269,fan7211785,70,2,中性,1,0.6,,A股
2026-07-08,https://x.com/fatwang2ai/status/2074864760500396239,fatwang2ai,5616,60,中性,1,0.6,,混合
2026-07-08,https://x.com/fugui8/status/2074835903697281110,fugui8,31946,1,贪婪,1,0.5,,美股
2026-07-08,https://x.com/fyj678/status/2074860568901746956,fyj678,27520,1,中性,1,0.6,喊单,美股
2026-07-08,https://x.com/gedaye6/status/2074852509034914182,gedaye6,667,4,中性,1,0.7,,混合
2026-07-08,https://x.com/hellosuoha/status/2074856549902897193,hellosuoha,178089,23,恐惧,1,0.6,,币圈
2026-07-08,https://x.com/huangyuantu2023/status/2074866180419125370,huangyuantu2023,106,0,嘲讽反讽,1,0.5,,A股
2026-07-08,https://x.com/huijiu68/status/2074847430537830474,huijiu68,27154,35,中性,1,0.9,喊单,混合
2026-07-08,https://x.com/injoylin/status/2074845434049351816,injoylin,426,2,嘲讽反讽,2,0.7,,A股
2026-07-08,https://x.com/jharahul311992/status/2074867408054206593,jharahul311992,95,1,中性,1,0.7,,混合
2026-07-08,https://x.com/jingling6699/status/2074883210245558282,jingling6699,76,1,恐惧,2,0.7,,混合
2026-07-08,https://x.com/kaiwangyu/status/2074858358398681381,kaiwangyu,81,4,嘲讽反讽,1,0.6,,A股
2026-07-08,https://x.com/kaiwangyu/status/2074861153587695640,kaiwangyu,81,7,中性,1,0.5,,混合
2026-07-08,https://x.com/laodi888/status/2074854505796268205,laodi888,29900,87,中性,1,0.9,喊单,混合
2026-07-08,https://x.com/laosanhemao/status/2074864177139912718,laosanhemao,7764,211,中性,1,0.7,,混合
2026-07-08,https://x.com/laysereye/status/2074842964774522963,laysereye,45,0,中性,1,0.6,,A股
2026-07-08,https://x.com/liciece/status/2074836676308766721,liciece,357,0,中性,1,0.5,,混合
2026-07-08,https://x.com/linsizhen/status/2074883874438701095,linsizhen,9,0,中性,1,0.6,喊单,混合
2026-07-08,https://x.com/lonelisland/status/2074885274526736508,lonelisland,68,0,恐惧,2,0.75,,混合
2026-07-08,https://x.com/lubihuangdai888/status/2074837670635896941,lubihuangdai888,3593,0,中性,1,0.5,喊单,美股
2026-07-08,https://x.com/lzhy07743322/status/2074852944944754784,lzhy07743322,319,1,中性,1,0.4,,A股
2026-07-08,https://x.com/mattbrevis/status/2074844402552279350,mattbrevis,30252,98,中性,1,0.9,喊单,混合
2026-07-08,https://x.com/mdm420xx/status/2074871716724273483,mdm420xx,997,39,贪婪,1,0.5,,美股
2026-07-08,https://x.com/memekiller365/status/2074874096199016533,memekiller365,24212,11,恐惧,1,0.6,喊单,混合
2026-07-08,https://x.com/memekiller365/status/2074884371501482005,memekiller365,24212,64,贪婪,2,0.65,喊单,A股
2026-07-08,https://x.com/momoGZ0412/status/2074845949856190857,momoGZ0412,77465,43,嘲讽反讽,1,0.6,,A股
2026-07-08,https://x.com/moranweb3/status/2074839071793541240,moranweb3,6204,9,中性,1,0.7,喊单,美股
2026-07-08,https://x.com/peiopeixiao/status/2074832063304511634,peiopeixiao,36909,58,中性,1,0.9,喊单,混合
2026-07-08,https://x.com/qiutianai01/status/2074859797078544840,qiutianai01,7,1,中性,1,0.3,,混合
2026-07-08,https://x.com/sharonsdogs/status/2074859419184382169,sharonsdogs,878,3,贪婪,2,0.8,喊单,A股
2026-07-08,https://x.com/sharonsdogs/status/2074861279874019637,sharonsdogs,878,4,贪婪,2,0.8,喊单,A股
2026-07-08,https://x.com/shenzhuan888/status/2074860830462808244,shenzhuan888,88712,0,中性,1,0.5,,混合
2026-07-08,https://x.com/shjdjjj2/status/2074879641668681844,shjdjjj2,77,0,嘲讽反讽,1,0.6,,A股
2026-07-08,https://x.com/sjy956702310039/status/2074844444436930978,sjy956702310039,34,0,中性,1,0.3,,A股
2026-07-08,https://x.com/sraper/status/2074849232457285722,sraper,93,1,嘲讽反讽,2,0.8,,A股
2026-07-08,https://x.com/sraper/status/2074850722194321829,sraper,93,0,恐惧,1,0.6,喊单,A股
2026-07-08,https://x.com/ssslumdunk/status/2074841404812239289,ssslumdunk,15150,2,嘲讽反讽,2,0.9,,A股
2026-07-08,https://x.com/talk99/status/2074832051627556992,talk99,37595,126,中性,1,0.9,喊单,混合
2026-07-08,https://x.com/tongtony1995/status/2074836105711820978,tongtony1995,704,0,中性,1,0.9,喊单,美股
2026-07-08,https://x.com/tradehybooo/status/2074847144218108408,tradehybooo,2663,5,恐惧,1,0.6,,混合
2026-07-08,https://x.com/traderlich/status/2074834989607420266,traderlich,3323,1,中性,1,0.5,,混合
2026-07-08,https://x.com/txz06221/status/2074863870389412342,txz06221,44,0,恐惧,1,0.5,,A股
2026-07-08,https://x.com/wangligang21/status/2074874997613756827,wangligang21,200,0,中性,1,0.6,,混合
2026-07-08,https://x.com/wangzai5680/status/2074879226617143330,wangzai5680,57116,81,中性,1,0.9,喊单,混合
2026-07-08,https://x.com/weiwei5126181/status/2074830917085106526,weiwei5126181,18400,98,中性,1,0.8,喊单,混合
2026-07-08,https://x.com/xiaomoxian521/status/2074848656583545258,xiaomoxian521,16918,0,中性,1,0.6,喊单,混合
2026-07-08,https://x.com/xinrui0214/status/2074872985991958816,xinrui0214,5633,0,中性,1,0.6,喊单,美股
2026-07-08,https://x.com/xxy54920996/status/2074883311982510186,xxy54920996,234,5,嘲讽反讽,1,0.5,,A股
2026-07-08,https://x.com/yifaer_chen/status/2074831046198411684,yifaer_chen,257982,659,恐惧,2,0.8,,混合
2026-07-08,https://x.com/yiyilin542/status/2074832446470947229,yiyilin542,31,2,恐惧,2,0.6,,美股
2026-07-08,https://x.com/zgjncw2024/status/2074847633525596422,zgjncw2024,15172,5,嘲讽反讽,2,0.7,,混合
2026-07-08,https://x.com/zhihongdaoren1/status/2074865179020636410,zhihongdaoren1,929,1,恐惧,1,0.5,,混合
2026-07-08,https://x.com/zhihongdaoren1/status/2074865288395563063,zhihongdaoren1,929,0,中性,1,0.4,,混合
2026-07-08,https://x.com/ziyu996764/status/2074865792605392954,ziyu996764,85,0,贪婪,1,0.5,,A股
